Gene	Length
AC244452.4	282
LINC00221	3062
IGHVIV-44-1	338
IGHVII-44-2	250
IGHV1-45	411
IGHV1-46	655
IGHVII-46-1	37
IGHV3-47	333
IGHVIII-47-1	331
IGHV3-48	423
IGHV3-49	439
IGHVII-49-1	224
IGHV3-50	317
IGHV5-51	410
IGHVIII-51-1	302
IGHVII-51-2	259
IGHV3-52	353
IGHV3-53	570
IGHVII-53-1	255
IGHV3-54	315
IGHV4-55	368
IGHV7-56	351
IGHV3-57	280
IGHV1-58	414
IGHV4-59	495
IGHV3-60	337
RNA5SP389	115
IGHVII-60-1	256
IGHV4-61	457
IGHV3-62	323
IGHVII-62-1	227
IGHV3-63	341
IGHV3-64	431
IGHV3-65	341
IGHVII-65-1	302
IGHV3-66	427
IGHV1-67	357
SLC20A1P1	956
IGHVII-67-1	46
IGHVIII-67-2	88
IGHVIII-67-3	232
IGHVIII-67-4	296
IGHV1-68	352
AC245369.8	149
AC245369.3	411
IGHV1-69	412
IGHV2-70	357
AC245369.1	395
IGHV3-71	359
IGHV3-72	440
IGHV3-73	437
IGHV3-74	587
IGHVII-74-1	241
IGHV3-75	358
IGHV3-76	295
IGHVIII-76-1	286
hsa-mir-5195	115
IGHV5-78	295
IGHVII-78-1	269
IGHV3-79	340
ABBA01040607.1	318
IGHV7-81	405
IGHVIII-82	250
AC138701.1	714
RNU6-978P	103
AC138701.2	226
AC127381.3	303
IGHV1OR15-9	353
AC127381.1	939
IGHV1OR15-2	353
IGHV3OR15-7	359
IGHD5OR15-5A	23
IGHD4OR15-4A	19
IGHD3OR15-3A	31
IGHD2OR15-2A	31
IGHD1OR15-1A	17
FAM30B	397
AC127381.2	1699
BCAR1P1	636
RN7SL584P	295
AC087386.1	572
AC087386.2	4637
BMS1P15	1141
AC126603.1	2512
CHEK2P2	945
AC026495.1	1651
HERC2P3	9413
AC023310.1	735
GOLGA6L6	4007
AC023310.3	670
GOLGA8CP	5237
RN7SL759P	279
AC131280.1	6154
SPATA31E2P	4963
AC023310.2	547
IGHV1OR15-6	343
AC023310.4	650
NBEAP1	3689
AC012414.5	1602
RNU6-498P	107
AC012414.3	748
AC012414.4	1074
AC012414.1	1216
AC012414.7	1507
GRAMD4P5	761
AC012414.2	187
MIR3118-4	75
POTEB2	1687
RNU6-749P	107
AC012414.6	401
AC037471.2	598
ZNF519P2	169
NF1P1	2645
MIR5701-1	82
LINC01193	4054
OR11J2P	907
OR11J5P	934
IGHD5OR15-5B	23
IGHD4OR15-4B	19
IGHD3OR15-3B	31
IGHD2OR15-2B	31
IGHD1OR15-1B	17
FAM30C	410
AC037471.1	1699
BCAR1P2	636
RN7SL400P	294
AC126335.1	510
AC126335.2	4637
BMS1P16	1147
AC068446.3	382
AC068446.1	1549
AC068446.2	2165
RNU6-1235P	107
AC060814.6	752
AC060814.5	1074
AC060814.1	538
AC060814.4	2163
AC060814.2	1089
AC060814.3	460
GRAMD4P6	244
MIR3118-6	75
POTEB3	3283
POTEB	2281
RNU6-631P	107
ZNF519P3	1032
NF1P2	2505
NF1P9	2500
MIR5701-2	82
AC183088.1	3383
AC183089.2	916
RP11-928F19.3	889
AC183088.2	837
RP11-928F19.5	527
OR11J1P	928
AC134980.1	4905
AC135068.5	983
OR11H3P	982
LINC02203	2668
AC135068.12	916
OR11K1P	904
AC135068.10	913
OR4Q1P	904
AC135068.11	912
OR4H6P	1241
AC135068.1	997
OR4M2	1133
OR4N4	1126
AC135068.3	1196
AC135068.4	925
OR4N3P	818
AC010760.1	578
AC135068.7	568
AC135068.6	622
RPS8P10	622
IGHV1OR15-1	353
AC135068.8	353
AC135068.9	355
IGHV1OR15-3	351
IGHV4OR15-8	353
AC135068.2	353
AC134981.1	348
IGHV1OR15-4	348
AC025884.3	343
MIR1268A	52
AC025884.2	711
AC025884.1	378
AC116165.3	400
MIR4509-2	94
AC116165.2	206
ABCB10P1	2181
GOLGA8DP	2732
AC116165.1	692
RN7SL545P	279
AC100757.3	1377
GOLGA6L22	3762
GOLGA6L1	3822
ELMO2P1	1011
TUBGCP5	6478
CYFIP1	10414
NIPA2	3505
NIPA1	8700
RP11-566K19.6	797
AC011767.1	1623
AC138649.3	254
PDCD6IPP1	1283
AC138649.5	137
AC138649.4	287
AC138649.2	705
WHAMMP3	7269
GOLGA8I	5865
RN7SL495P	279
AC091565.1	83
HERC2P2	6965
AC100757.4	759
HERC2P7	726
RP11-467N20.5	3202
GOLGA8EP	5255
RN7SL106P	279
AC100757.1	1918
SPATA31E3P	4214
AC100757.2	280
AC100756.3	1664
AC100756.1	765
GOLGA8S	4349
RN7SL536P	279
AC100756.2	736
GOLGA6L2	3030
MIR4508	70
MKRN3	5731
AC126407.1	566
MAGEL2	4298
AC124309.1	2284
NDN	1931
RNU6-741P	107
AC021439.1	591
PWRN4	420
PWRN2	4824
AC087463.1	556
AC087463.4	865
AC087463.2	472
AC087463.3	415
PWRN3	849
PWRN1	4833
NPAP1	7526
SNRPN	2929
AC090983.1	3897
RPL5P1	894
AC090602.1	252
SNURF	1175
AC124312.1	1590
SNHG14	43324
AC124312.4	310
PWAR5	3180
SNORD108	71
AC124312.5	268
AC124312.2	427
PWAR6	4618
SNORD116-1	95
SNORD116-2	95
SNORD116-3	95
SNORD116-5	95
SNORD116-6	96
SNORD116-7	95
SNORD116-8	95
SNORD116-9	95
SNORD116-10	102
SNORD116-11	92
SNORD116-12	92
SNORD116-13	92
SNORD116-14	92
SNORD116-15	92
SNORD116-16	92
SNORD116-17	92
SNORD116-18	92
SNORD116-19	92
AC124312.3	1236
SNORD116-23	92
AC124312.6	418
SNORD116-24	92
SNORD116-25	92
SNORD116-26	96
SNORD116-27	92
SNORD116-29	83
SNORD116-30	85
AC124303.1	360
PWAR1	2414
TMEM261P1	340
SNORD115-1	82
SNORD115-2	82
SNORD115-3	82
SNORD115-4	82
SNORD115-5	82
SNORD115-6	82
SNORD115-8	82
SNORD115-9	82
SNORD115-10	81
SNORD115-11	82
SNORD115-12	82
SNORD115-14	81
SNORD115-15	81
SNORD115-16	82
SNORD115-17	82
SNORD115-18	82
SNORD115-19	82
SNORD115-20	82
SNORD115-21	81
SNORD115-22	82
SNORD115-23	82
SNORD115-24	82
SNORD115-25	82
SNORD115-27	82
SNORD115-28	81
SNORD115-29	82
SNORD115-30	82
SNORD115-31	82
SNORD115-32	82
SNORD115-33	82
SNORD115-34	82
SNORD115-35	82
SNORD115-36	82
SNORD115-37	82
SNORD115-38	82
SNORD115-39	82
SNORD115-40	82
SNORD115-41	82
SNORD115-42	82
SNORD115-43	82
SNORD115-44	82
AC124303.2	1449
SNORD115-45	81
SNORD115-47	86
SNORD115-48	76
SNORD109B	67
UBE3A	12813
AC100774.1	1603
LINC02250	2491
AC023449.1	154
ATP10A	8409
RNA5SP390	113
MIR4715	79
AC016266.1	729
LINC02346	2355
AC044913.1	430
AC100836.1	877
LINC00929	1994
LINC02248	949
GABRB3	13886
AC009878.1	340
AC011196.1	595
AC135999.1	479
GABRA5	4154
TVP23BP1	617
GABRG3	12595
GABRG3-AS1	970
AC136896.1	547
RNA5SP391	119
SERPINE4P	281
AC144833.1	4089
AC104002.1	380
AC104002.2	318
AC104002.3	1362
AC021979.1	336
AC021979.2	209
OCA2	3299
AC090696.1	418
RPL5P32	879
HERC2	20027
RPL41P2	409
AC091304.3	716
AC242376.2	367
AC091304.5	158
AC091304.1	3183
AC091304.4	620
GOLGA8F	5663
RN7SL238P	279
ABCB10P3	2166
AC091304.9	226
AC091304.6	202
MIR4509-1	94
AC091304.10	121
AC091304.2	760
AC138749.4	127
MIR4509-3	94
AC138749.5	208
ABCB10P4	2184
GOLGA8G	6529
AC138749.1	2555
RN7SL829P	279
AC138749.3	622
AC138749.2	167
HERC2P11	725
HERC2P9	8310
AC055876.2	629
GOLGA8M	2612
RN7SL719P	279
WHAMMP2	6657
AC055876.4	712
AC055876.1	965
AC055876.3	288
PDCD6IPP2	5244
AC055876.5	259
GOLGA6L7P	2965
AC174071.1	517
APBA2	6869
AC127522.1	751
FAM189A1	5545
AC061965.1	1465
snoZ278	112
NSMCE3	4838
AC107980.1	3355
AC102941.1	1537
TUBBP8	1232
AC022613.1	2736
TJP1	11265
AC022613.3	1346
HMGN2P5	273
AC022613.2	1451
NCAPGP2	754
AC111152.2	485
AC111152.3	673
AC111152.1	693
GOLGA8J	2718
RN7SL673P	279
AC120045.1	1281
DNM1P28	474
ULK4P3	1487
GOLGA8T	2062
RN7SL469P	279
AC120045.2	261
DNM1P30	452
LINC02249	4269
AC135731.1	2548
RNU6-17P	107
AC135731.2	2098
AC019322.4	3930
RP11-382B18.4	1008
CHRFAM7A	6837
AC019322.1	472
AC019322.3	478
GOLGA8R	4433
RN7SL196P	279
AC019322.2	147
AC127502.1	2331
AC127502.2	2351
AC127502.3	1206
AC026150.2	1239
AC026150.1	784
GOLGA8Q	2137
RN7SL796P	279
DNM1P50	508
ULK4P2	1563
GOLGA8H	1899
AC026150.3	499
RN7SL628P	279
AC091057.2	792
AC091057.1	970
ARHGAP11B	9184
AC091057.3	733
GOLGA8UP	1755
RN7SL82P	279
AC004460.1	83
HERC2P10	2393
AC087481.1	965
AC087481.2	330
FAN1	6194
AC087481.3	1894
MTMR10	8817
RNU6-466P	103
TRPM1	7454
AC009562.1	658
MIR211	110
LINC02352	1901
AC012236.1	1563
KLF13	9409
UBE2CP4	535
AC104759.1	939
OTUD7A	14331
AC026951.1	2459
AC026951.2	241
CHRNA7	20978
AC068448.1	3925
AC139426.3	2059
RNU6-18P	107
AC139426.1	2612
AC139426.2	251
DNM1P31	696
GOLGA8K	3231
RN7SL185P	279
AC135983.1	1180
ULK4P1	1687
DNM1P32	544
GOLGA8O	2166
RN7SL539P	279
AC135983.5	144
AC135983.2	8312
AC135983.4	1262
AC135983.3	1226
LINC02256	909
AC123768.3	1232
GOLGA8N	7602
AC123768.1	1254
RN7SL286P	279
AC123768.2	815
ARHGAP11A	6428
SCG5	2196
AC090877.2	1738
GREM1	14606
FMN1	20084
AC090877.1	344
HNRNPA1P71	950
AC019278.1	479
TMCO5B	3023
AC055874.1	561
RYR3	20370
AC010809.3	641
AC010809.2	964
AC010809.1	562
AVEN	1808
CHRM5	5817
AC009268.2	457
AC009268.1	1203
EMC7	1538
AC079203.1	404
PGBD4	6612
KATNBL1	7311
EMC4	4459
SLC12A6	10056
AC079203.2	387
NOP10	554
NUTM1	4196
LPCAT4	4799
ACTG1P15	1063
AC025678.1	421
GOLGA8A	6750
MIR1233-1	82
AC025678.2	970
AC025678.3	4824
HNRNPLP2	1570
FSCN1P1	1481
AC027139.2	448
GOLGA8B	7670
MIR1233-2	82
AC027139.1	951
LINC02252	487
GJD2	2889
AC087457.1	3094
ACTC1	4639
AC018868.2	1259
AQR	13528
AC018868.1	315
ZNF770	5439
AC114546.1	2190
AC114546.3	1734
AC114546.4	369
AC114546.2	477
AC021231.3	370
NANOGP8	918
AC021231.2	730
AC021231.1	1342
PRELID1P4	512
ANP32AP1	1074
DPH6	9345
NUTF2P6	385
RBM17P4	1192
MIR3942	109
AC019288.1	224
HNRNPA1P45	1078
DPH6-AS1	1531
AC068867.1	150
MIR4510	68
AC021351.1	1294
AC040918.1	632
AC087516.1	2428
AC087516.2	3666
COX6CP4	228
C15orf41	9009
AC103988.2	725
AC103988.1	2177
TPST2P1	1102
AC013640.1	565
CSNK1A1P1	2629
AC018563.1	1390
MEIS2	10798
AC078909.1	464
AC078909.2	398
AC087283.1	1074
AC068875.1	463
AC016304.1	413
TMCO5A	5313
LINC02345	2448
LINC01852	1793
AC087473.1	2982
SPRED1	8260
FAM98B	6851
AC109631.1	781
RASGRP1	6097
AC116158.1	2129
AC116158.2	553
AC104261.1	815
C15orf53	2043
AC022929.1	823
AC022929.2	2127
AC013652.1	3242
AC087878.1	574
AC113146.1	1226
AC113146.2	1961
C15orf54	3078
AC013652.2	1112
AC109630.1	1334
AC022196.1	552
THBS1	9158
AC037198.2	733
AC037198.3	526
AC037198.1	281
FSIP1	2951
AC023908.2	318
AC023908.3	3047
GPR176	5119
AC023908.1	567
AC012377.1	4839
EIF2AK4	11957
H3F3AP1	334
SRP14	2005
SRP14-AS1	2992
AC021755.3	864
AC021755.4	456
BMF	5447
AC021755.2	461
AC021755.1	1447
BUB1B	4476
BUB1B-PAK6	3091
AC020658.4	684
AC020658.3	4028
PAK6	6457
AC020658.7	2442
C15orf56	2306
AC020658.6	1870
PLCB2	7350
ANKRD63	1143
AC020658.5	442
PLCB2-AS1	568
AC020658.1	938
AC020658.2	4020
INAFM2	3052
C15orf52	7510
RNA5SP392	112
PHGR1	941
DISP2	12754
AC013356.4	482
RP11-64K12.10	1594
KNSTRN	3654
IVD	6531
BAHD1	5196
AC013356.3	584
AC013356.2	729
CHST14	3574
AC013356.1	564
AC091045.1	2321
CCDC32	8648
RNU6-516P	104
RPUSD2	2482
KNL1	10250
RN7SL376P	262
AC022405.1	516
RAD51-AS1	1696
RAD51	3046
RMDN3	5114
SUMO2P15	278
GCHFR	1531
DNAJC17	5634
C15orf62	2370
ZFYVE19	4779
PPP1R14D	873
SPINT1-AS1	1239
SPINT1	3542
RHOV	1705
AC025166.1	261
VPS18	4049
AC020661.1	1584
DLL4	4753
AC020661.2	134
CHAC1	2058
INO80	7014
AC020661.4	500
AC020661.3	414
INO80-AS1	712
AC020661.5	1854
CYCSP2	301
AC021753.1	168
FAM92A1P1	890
EXD1	3661
RN7SL497P	299
CHP1	3950
OIP5-AS1	12673
OIP5	1236
NUSAP1	2875
AC087721.1	476
NDUFAF1	1790
RTF1	5770
RNU6-1169P	103
ITPKA	2092
LTK	3490
RPAP1	7046
ELOCP2	332
TYRO3	10945
AC016134.1	709
MGA	17651
MIR626	94
AC073657.2	303
AC073657.1	693
MAPKBP1	10357
AC020659.2	979
JMJD7	1971
JMJD7-PLA2G4B	7862
PLA2G4B	4446
SPTBN5	12338
RNA5SP393	117
MIR4310	57
AC020659.1	3653
EHD4	7879
AC039056.2	511
EHD4-AS1	771
PLA2G4E-AS1	2499
PLA2G4E	5823
AC039056.1	467
PLA2G4D	5138
PLA2G4F	6103
VPS39	8354
MIR627	97
AC036103.1	988
TMEM87A	5668
GANC	10954
BNIP3P5	498
AC012651.1	4670
CAPN3	4995
ZNF106	12208
RNU6-188P	107
SNAP23	5900
AC018362.1	846
LRRC57	8114
HAUS2	4323
AC018362.2	710
MYL12BP1	507
STARD9	20706
EIF4EBP2P2	333
CDAN1	5428
AC090510.3	821
AC090510.2	629
TTBK2	12917
AC090510.1	2135
KRT8P50	1438
FDPSP4	1049
UBR1	9928
EPB42	5574
AC068724.1	792
TMEM62	4810
SPCS2P1	679
AC068724.2	532
CCNDBP1	6654
TGM5	3631
AC009852.2	485
TGM7	2325
AC009852.1	465
LCMT2	6957
ADAL	5718
ZSCAN29	6634
TUBGCP4	11171
RN7SL487P	293
TP53BP1	12991
MAP1A	10629
PPIP5K1	8075
CKMT1B	3470
STRC	8267
RNU6-554P	106
CATSPER2	8403
RNU6-610P	107
AC011330.2	635
PDIA3P2	158
AC011330.1	3235
CKMT1A	3109
STRCP1	5328
RNU6-353P	108
CATSPER2P1	3925
RNU6-354P	107
PDIA3	4240
ELL3	2880
AC018512.1	2374
SERF2	7347
MIR1282	101
SERINC4	2977
HYPK	6393
MFAP1	2373
WDR76	4078
FRMD5	6673
PIN4P1	396
ACTBP7	1124
GAPDHP55	803
AC073940.1	177
AC090519.2	841
AC090519.7	159
CASC4	6948
AC090519.6	174
AC090519.1	1179
AC090519.5	147
AC090519.4	177
AC090519.3	174
AC025043.1	625
CTDSPL2	9665
RN7SL347P	254
HNRNPMP1	1768
AC025430.1	498
EIF3J-AS1	3330
EIF3J	3195
AC009996.1	653
SPG11	11853
PATL2	4771
B2M	6089
TRIM69	9265
AC122108.2	526
SORD2P	2925
AC122108.1	424
RNU1-119P	165
AC090888.3	509
AC090888.1	1141
RNU6-1108P	104
TERB2	1487
RNU6-1332P	104
AC090888.2	1144
RNU6-966P	104
RNU1-78P	165
SORD	6159
AC091117.2	542
AC091117.1	426
DUOX2	9834
DUOXA2	2554
DUOXA1	3721
DUOX1	8784
AC051619.6	595
SHF	4894
AC051619.4	292
AC051619.7	623
AC051619.8	308
AC051619.9	597
AC051619.2	397
AC051619.5	1455
SLC28A2	5192
AC051619.1	616
AC051619.3	2426
RNU6-953P	107
GATM	6644
AC025580.3	1424
SPATA5L1	3406
C15orf48	1405
AC025580.1	729
MIR147B	80
RNU7-5P	62
AC025580.2	3886
SLC30A4	8073
HMGN2P46	3091
AC090527.1	431
DPPA5P2	299
AC090527.3	548
BLOC1S6	6812
AC090527.2	1060
SQOR	3088
AC068722.2	544
AC068722.1	1270
AC068714.1	800
MTND5P40	246
RNU6-1014P	103
AC073941.1	539
RN7SKP101	320
AC073941.2	433
AC087433.1	85
AC066615.1	628
SEMA6D	8557
AC084882.1	631
RN7SKP139	293
AC023905.1	1481
AC009558.1	581
AC009558.2	396
AC012050.1	569
AC044787.1	792
LINC01491	966
AC092078.2	581
AC092078.1	325
SLC24A5	4778
MYEF2	14067
AC066612.1	930
CTXN2	2828
SLC12A1	12476
AC066612.2	695
AC023355.1	4710
DUT	3674
FBN1	16057
AC022467.1	749
AC084757.3	1943
AC084757.4	526
CEP152	8168
AC084757.1	490
AC084757.2	540
AC012379.1	929
AC012379.2	1209
SHC4	6063
EID1	2298
AC091073.1	666
KRT8P24	1559
SECISBP2L	8699
RN7SL577P	301
AC013452.2	743
COPS2	7510
GALK2	7531
NDUFAF4P1	519
MIR4716	84
AC013452.1	598
RN7SL307P	293
FAM227B	6020
AC022306.2	647
AC022306.3	550
AC022306.1	1562
FGF7	6657
DTWD1	15053
AC025040.2	1852
ATP8B4	10861
AC025040.1	1341
RNA5SP394	119
SLC27A2	2802
HDC	3956
RN7SL494P	301
GABPB1	11726
GABPB1-AS1	17179
AC022087.1	612
MIR4712	82
AHCYP7	1308
USP8	20639
RNA5SP395	118
AC012170.1	359
AC012170.3	297
AC012170.2	667
USP50	1907
TRPM7	12333
AC084756.1	606
RN7SL354P	292
SPPL2A	8144
AC012100.3	575
AC012100.2	304
AC012100.1	282
AC021752.1	2669
AP4E1	7359
DCAF13P3	1334
MIR4713HG	561
TNFAIP8L3	2280
AC073964.1	308
CYP19A1	8437
MIR4713	75
AC020891.3	363
AC020891.2	776
GLDN	7144
AC020891.4	93
AC020891.1	174
AC066613.2	560
DMXL2	13807
AC066613.1	1263
AC020892.1	925
SCG3	3315
AC020892.2	387
LYSMD2	2074
TMOD2	11636
AC026770.1	581
TMOD3	10632
AC090971.5	293
AC090971.4	1800
AC090971.2	510
AC090971.1	510
AC090971.3	1041
LEO1	2679
MAPK6	6388
AC090970.2	865
AC090970.3	866
AC090970.1	381
AC023906.5	635
AC023906.2	462
AC023906.1	453
BCL2L10	1319
GNB5	13302
AC023906.3	874
AC023906.4	1538
CERNA1	2096
MYO5C	10045
MIR1266	84
MYO5A	12988
EEF1B2P1	672
ARPP19	6917
AC025917.1	1211
FAM214A	9832
AC009754.1	540
ONECUT1	3850
AC016044.1	572
RPSAP55	876
EEF1A1P22	1380
LINC02490	601
WDR72	8572
RNU2-53P	147
RNU6-449P	107
AC084759.1	290
AC084759.3	3944
AC084759.2	1295
UNC13C	13457
AC010867.1	2289
HNRNPA1P74	835
AC025272.1	518
AC011912.1	5819
RSL24D1	3009
RAB27A	5605
AC018926.2	498
PIGBOS1	982
PIGB	4542
CCPG1	8790
AC018926.1	435
AC018926.3	406
DNAAF4-CCPG1	4589
MIR628	95
C15orf65	843
DNAAF4	2934
AC013355.1	723
PYGO1	8594
PRTG	14566
AC012378.1	364
AC009997.1	215
NEDD4	9097
CNOT6LP1	1462
RN7SL568P	294
CD24P2	219
RFX7	10588
AC084783.1	910
TEX9	8290
AC068726.1	341
RNU6-1287P	107
HMGB1P33	527
AC084782.1	2465
AC084782.2	839
MNS1	2504
AC084782.3	578
AC090518.1	1510
ZNF280D	17907
AC090517.2	680
AC090517.3	141
AC090517.1	266
AC010999.2	596
AC010999.1	397
TCF12	9446
HNRNPA3P11	934
LINC00926	3669
LINC01413	772
NDUFB10P1	521
CGNL1	8663
RNU6-844P	102
AC025271.3	255
AC025271.2	800
AC025271.4	1726
AC025271.1	429
GCOM1	6909
MYZAP	2561
POLR2M	6574
AC090651.1	634
ALDH1A2	8622
AC012653.1	931
AC012653.2	420
AC025431.1	874
AQP9	3235
MTCO3P23	289
MTND3P12	328
AC066616.2	1481
MTND5P32	1802
MTCYBP23	1102
AC066616.1	413
LIPC	5184
LIPC-AS1	2231
AC084781.1	656
AC084781.2	161
AC018904.2	1757
AC018904.1	542
ADAM10	16168
HMGB1P51	638
AC091046.1	207
AC091046.3	1574
RN7SKP95	303
AC091046.2	665
AC090515.3	315
AC090515.2	1396
MINDY2	9454
AC090515.5	526
AC090515.4	450
ZNF444P1	298
RNF111	7181
AC090515.1	476
SLTM	8157
AC025918.1	383
AC025918.2	763
AC092757.1	558
CCNB2	2801
AC092757.3	543
AC092757.2	633
MYO1E	9106
C15ORF31	156
MIR2116	80
LDHAL6B	1693
RNU4-80P	141
AC092756.1	529
RNU6-212P	104
AC092868.2	497
FAM81A	5578
AC092868.3	784
AC092868.1	802
AC092754.2	460
AC092754.1	479
RNA5SP396	120
GCNT3	6475
GTF2A2	3204
AC092755.1	97
BNIP2	7969
PIGHP1	565
AC092755.2	402
RPS3AP6	795
AC092079.1	1985
NMNAT1P5	841
FOXB1	3615
MESTP2	889
AC009654.1	757
ANXA2	8824
AC087385.1	312
AC087385.2	498
AC087385.3	187
ICE2	16010
RORA-AS1	2036
RORA	17040
AC107241.1	434
CYCSP38	322
AC009560.1	434
RORA-AS2	664
RNA5SP397	118
AC022898.1	982
AC022898.2	1312
AC012404.1	476
AC012404.2	481
AC107905.1	426
AC104574.2	1985
AC104574.1	925
AC018618.1	513
AC018618.2	446
LINC02349	963
AC009554.1	399
VPS13C	18992
RN7SL613P	252
AC104590.1	1932
C2CD4A	3445
NPM1P47	856
C2CD4B	1579
AC126323.2	2369
AC126323.1	3978
AC126323.3	564
GOLGA2P11	5272
AC126323.4	234
AC126323.6	3624
AC126323.5	592
HMGN1P26	303
AC032011.1	1549
TLN2	16209
MGC15885	2425
AC100839.1	577
AC103740.1	8623
MIR190A	85
AC103740.2	1225
AC079328.1	952
TPM1	12492
AC079328.2	3354
AC079328.3	691
AC087612.1	658
LACTB	3972
RPS27L	9127
RAB8B	5200
APH1B	5494
CA12	7313
AC087525.1	2230
AC007950.1	615
AC007950.2	2347
USP3	7764
USP3-AS1	3624
FBXL22	3614
HERC1	17053
AC073167.1	580
MIR422A	90
AC015914.2	288
DAPK2	13612
AC015914.1	1072
FAM96A	2427
SNX1	9780
SNX22	5767
PPIB	1911
CSNK1G1	9712
AC087632.1	3357
PCLAF	3734
TRIP4	3135
RN7SL595P	263
RN7SL707P	298
ZNF609	12112
AC091231.1	391
GAPDHP61	1005
AC090543.2	348
AC090543.1	485
RNU6-549P	107
OAZ2	7671
AC100830.3	554
AC100830.2	240
AC100830.1	1609
RBPMS2	2101
MIR1272	129
PIF1	4656
PLEKHO2	3726
AC069368.1	1277
RN7SL348P	259
ANKDD1A	5041
AC103691.2	432
AC103691.1	513
SPG21	3984
MTFMT	3432
AC013553.2	589
SLC51B	940
AC013553.3	615
RASL12	2802
KBTBD13	1377
AC013553.4	622
UBAP1L	8536
AC013553.1	267
PDCD7	3263
CLPX	5461
CILP	5695
AC068213.1	226
RNU6-686P	107
PARP16	3715
RNU5A-1	116
AC105129.2	390
RNU5B-1	116
IGDCC3	5552
IGDCC4	7764
DPP8	10211
AC105129.3	485
AC105129.1	297
HACD3	7097
RNU6-19P	107
INTS14	4210
SLC24A1	9084
AC011939.3	466
DENND4A	10623
MIR4511	87
RAB11A	5682
AC011939.2	428
AC011939.1	964
HNRNPA1P44	879
RNU6-265P	75
MEGF11	9828
MIR4311	100
AC055855.3	578
DIS3L	5436
AC055855.2	500
TIPIN	2755
SCARNA14	136
AC055855.1	579
MAP2K1	3759
ATP5J2P6	266
AC011276.1	323
AC116913.1	2168
SNAPC5	2509
MIR4512	77
RPL4	5637
SNORD18C	69
SNORD18B	72
SNORD16	99
SNORD18A	72
ZWILCH	4849
LCTL	3518
LINC01169	833
SMAD6	8563
AC013564.1	707
AC110048.1	2157
AC110048.2	6721
AC093334.1	495
LINC02206	719
AC087482.1	3535
HMGN2P47	272
SMAD3	9113
AC012568.1	472
AAGAB	3833
RPS24P16	392
IQCH	7108
IQCH-AS1	6732
C15orf61	4811
AC016355.1	1533
MAP2K5	5031
HNRNPA1P5	966
SKOR1	4479
AC009292.2	401
AC009292.1	1986
RNU6-1	107
AC022254.1	235
AC135628.1	534
PIAS1	10776
AC107871.1	7206
CALML4	5038
CLN6	7345
HMGN2P40	391
AC107871.2	736
FEM1B	7569
ITGA11	10864
CORO2B	3998
CARSP1	889
ANP32A	7544
MIR4312	76
SPESP1	1588
AC087639.1	920
AC027088.1	1117
NOX5	12511
AC027088.4	1947
AC027088.3	872
EWSAT1	3576
AC027088.2	916
GLCE	6630
AC026512.1	74
AC026992.1	985
RN7SL438P	269
AC026992.2	4820
PAQR5	6224
RNA5SP398	97
AC027237.4	694
AC027237.3	2265
KIF23	6377
AC027237.1	655
RPLP1	3271
AC027237.2	391
DRAIC	2819
AC100826.1	890
PCAT29	2830
AC009677.1	83
AC021818.1	637
AC021818.2	731
LINC00593	1828
TLE3	12634
MIR629	97
RNU6-745P	109
AC026583.1	569
AC048383.1	527
LINC02205	239
LINC02204	3206
AC087699.1	393
SALRNA3	1021
SALRNA2	2066
UACA	11031
AC009269.3	472
AC009269.6	588
AC009269.4	440
AC009269.2	474
AC009269.1	946
LARP6	5554
AC009269.5	755
LRRC49	9991
KRT8P9	1449
THAP10	2399
RPL5P3	889
THSD4	15837
CT62	2849
THSD4-AS1	3015
HMGB1P6	646
AC064799.1	555
AC064799.2	698
AC108861.1	661
NR2E3	3244
AC104938.1	896
MYO9A	20253
RNA5SP399	117
AC022872.1	860
EIF5A2P1	460
RNU2-65P	185
SENP8	5007
AC020779.1	796
AC020779.2	393
GRAMD2A	4987
PKM	8571
PARP6	7696
AC009690.3	1902
AC009690.2	3148
CELF6	3588
AC009690.1	4374
HEXA	12611
HEXA-AS1	2676
RPL12P35	496
TMEM202	1012
TMEM202-AS1	2713
PHBP20	818
AC079322.1	1135
ARIH1	22880
MIR630	97
AC100827.3	2155
AC100827.5	426
AC100827.2	1194
LINC02259	594
RN7SL485P	241
AC100827.4	2441
AC100827.1	382
GOLGA6B	2234
RN7SL853P	276
HIGD2B	1116
AC009712.1	316
BBS4	4149
ADPGK	5931
ADPGK-AS1	3138
NPM1P42	862
NEO1	8117
FKBP1AP2	283
NPM1P43	786
AC068397.1	531
HCN4	7228
AC068397.2	371
REC114	927
AC009660.1	748
NPTN	4032
NPTN-IT1	2283
CD276	5542
AC022188.1	1664
C15orf59	6573
C15orf59-AS1	1575
AC018943.1	484
TBC1D21	1226
AC108137.1	79
LOXL1-AS1	4221
LOXL1	3637
STOML1	10461
PML	12657
DNM1P33	270
GOLGA6A	3505
RN7SL429P	276
AC010931.1	386
ISLR2	6101
AC010931.2	3238
AC010931.3	554
ISLR	2671
STRA6	7690
CCDC33	7067
AC023300.3	5025
AC023300.1	382
AC023300.2	612
CYP11A1	3491
AC090826.1	3702
AC090826.2	4946
AC090826.3	834
LINC02255	199
SEMA7A	4309
UBL7	1885
UBL7-AS1	1710
AC012435.1	3385
AC012435.2	361
ARID3B	6212
CLK3	20443
AC100835.2	479
AC100835.1	498
EDC3	5103
CYP1A1	3435
CYP1A2	2728
CSK	4570
MIR4513	86
LMAN1L	4108
